iter	RMSE
405	0.02156951108
406	0.02152648498
407	0.02149610437
408	0.02145602249
409	0.02142041863
410	0.02138974251
411	0.02136322234
412	0.02133061199
413	0.02131078788
414	0.02128035995
415	0.02127658956
416	0.02124358987
417	0.02121054303
418	0.021191111
419	0.0211662058
420	0.02112871991
421	0.02112592044
422	0.02109344435
423	0.02107812695
424	0.02105209279
425	0.02101808608
426	0.02099624731
427	0.02097106714
428	0.0209261584
429	0.02090199794
430	0.02086407018
431	0.02083927913
432	0.02083511457
433	0.02081064402
434	0.0207817685
435	0.02075425152
436	0.02073853561
437	0.02071725644
438	0.02068848922
439	0.02067909989
440	0.02064953755
441	0.02061712612
442	0.02059371694
443	0.02055514232
444	0.02053414145
445	0.02051442253
446	0.02049121966
447	0.02046993731
448	0.02043123186
449	0.02042808703
450	0.02040123548
451	0.02037660357
452	0.02035300395
453	0.02032767295
454	0.02029402741
455	0.02026625013
456	0.02026224109
457	0.02024656138
458	0.02022004621
459	0.02019178303
460	0.02018996535
461	0.0201543873
462	0.02012769739
463	0.02012538407
464	0.02010370483
465	0.02007965571
466	0.02005267271
467	0.02002857384
468	0.02000737408
469	0.02000490774
470	0.01996474617
471	0.01993364878
472	0.01990797758
473	0.01987502937
474	0.0198447891
475	0.01981967176
476	0.01981629331
477	0.01980012168
478	0.01977524355
479	0.01974960027
480	0.01973404372
481	0.01970586889
482	0.01967627989
483	0.01966338033
484	0.01963917069
485	0.01961267303
486	0.01957822988
487	0.019554777
488	0.01953829928
489	0.0195142171
490	0.01947990662
491	0.01946486644
492	0.01943950707
493	0.01941367173
494	0.01938793742
495	0.0193702544
496	0.01936852209
497	0.01933712893
498	0.0193124215
499	0.01928407825
500	0.01926249644
501	0.01922476901
502	0.01920062914
503	0.0191755155
504	0.01915639928
505	0.01913127878
506	0.01911132181
507	0.01909495472
508	0.01907766662
509	0.01904955871
510	0.01903132461
511	0.01899848703
512	0.018980337
513	0.01896488168
514	0.01894490631
515	0.0189222322
516	0.01889641141
517	0.01887197994
518	0.01884134336
519	0.01879887857
520	0.01877386933
521	0.01875396019
522	0.01872085144
523	0.01869441847
524	0.01869071384
525	0.01867221431
526	0.01865613077
527	0.01863750187
528	0.01863549548
529	0.01861171389
530	0.01858766221
531	0.01856525032
532	0.01854367047
533	0.01851613682
534	0.01851464631
535	0.01849669553
536	0.01848059884
537	0.0184596101
538	0.01843910028
539	0.01840784083
540	0.01840555728
541	0.01837347861
542	0.01835397404
543	0.0183429173
544	0.01832971044
545	0.01832745286
546	0.01830831377
547	0.01830615858
548	0.01828617848
549	0.01826924626
550	0.01824658379
551	0.01823217282
552	0.01821700417
553	0.01819874206
554	0.0181707591
555	0.01814865439
556	0.01814679617
557	0.01814431814
558	0.01813201736
559	0.01810513439
560	0.01808285798
561	0.01806470403
562	0.01806277675
563	0.01804757788
564	0.01803208918
565	0.0180133999
566	0.01799681484
567	0.01797024349
568	0.01794344358
569	0.01791358965
570	0.01788084698
571	0.01786736444
572	0.01784294405
573	0.01782294698
574	0.0178043445
575	0.01778183702
576	0.01776452977
577	0.01774834887
578	0.01772528313
579	0.01770205294
580	0.01767383456
581	0.01765533938
582	0.01763986829
583	0.01763795982
584	0.01761769132
585	0.01759661065
586	0.01758310446
587	0.01756319779
588	0.01754115305
589	0.01754001251
590	0.01752801166
591	0.0175092576
592	0.01747980083
593	0.01747872149
594	0.01744918112
595	0.01743209629
596	0.01740888761
597	0.01740774172
598	0.01739507804
599	0.01737377906
600	0.01736120762
601	0.01734304993
602	0.01731436738
603	0.01730235095
604	0.01730050703
605	0.01727390712
606	0.01724787358
607	0.01723471065
608	0.01721740828
609	0.01721650525
610	0.01719289876
611	0.01718120502
612	0.01716391341
613	0.01714828837
614	0.01712204211
615	0.01710895278
616	0.01708615532
617	0.01706582559
618	0.01704631748
619	0.01702672998
620	0.0170042444
621	0.01697634969
622	0.01695685643
623	0.01694285716
624	0.01692629875
625	0.01690722636
626	0.01689104837
627	0.01686243001
628	0.01683437422
629	0.01682002528
630	0.01679893225
631	0.01678844687
632	0.01677120539
633	0.01675425403
634	0.0167330932
635	0.01671245574
636	0.01669919849
637	0.01669835023
638	0.01667548436
639	0.01665845237
640	0.01663999995
641	0.0166292346
642	0.0166148666
643	0.01659498824
644	0.01657160457
645	0.01655225169
646	0.01653709003
647	0.01651699202
648	0.01649926049
649	0.01649211046
650	0.01648630983
651	0.01648554977
652	0.01646337719
653	0.0164472607
654	0.0164291707
655	0.01640803018
656	0.01639248213
657	0.01637569622
658	0.01634975044
659	0.01633254749
660	0.01632057324
661	0.01630912116
662	0.01630563236
663	0.01629574971
664	0.01628115629
665	0.01626505032
666	0.01624698619
667	0.01623376271
668	0.01621118309
669	0.01619455575
670	0.01618565259
671	0.01618487249
672	0.01617453552
673	0.01615815263
674	0.01614429164
675	0.01612611772
676	0.01612087327
677	0.01609893345
678	0.01608095083
679	0.01606383857
680	0.01604914101
681	0.01602860674
682	0.01602242043
683	0.01599732086
684	0.01599601097
685	0.01597581463
686	0.0159577783
687	0.01593775372
688	0.01592151916
689	0.01590626068
690	0.01588634807
691	0.01587134496
692	0.0158697694
693	0.01585345381
694	0.01583609695
695	0.01582119777
696	0.01580556739
697	0.01579357635
698	0.0157770375
699	0.0157720862
700	0.01576198146
701	0.01574172191
702	0.01572290977
703	0.01570711193
704	0.01569266329
705	0.01567451206
706	0.01566283177
707	0.01565038698
708	0.01564054004
709	0.01563487613
710	0.0156199573
711	0.01561549759
712	0.01559664916
713	0.01558529591
714	0.01556509077
715	0.01554350929
716	0.01552925127
717	0.01551257659
718	0.01549970597
719	0.01548469313
720	0.01546745685
721	0.01544469229
722	0.01543107938
723	0.01541556422
724	0.01540713836
725	0.01539515938
726	0.01537467048
727	0.01535456931
728	0.01534335821
729	0.01532699552
730	0.0153052603
731	0.01530441435
732	0.01529226704
733	0.01528104785
734	0.01526350024
735	0.01525314997
736	0.0152320159
737	0.01522058185
738	0.01520959332
739	0.0151959061
740	0.01518176084
741	0.01516897025
742	0.01515558592
743	0.0151419282
744	0.01513096231
745	0.01511516701
746	0.0151028066
747	0.01509065546
748	0.01507896145
749	0.01506633117
750	0.01505265792
751	0.01503834377
752	0.0150273805
753	0.01501015706
754	0.01500303289
755	0.014986051
756	0.01498400255
757	0.01496724361
758	0.01496658307
759	0.01495159394
760	0.01493822963
761	0.01492891577
762	0.01491018835
763	0.01489914417
764	0.01488376125
765	0.01487526145
766	0.01486709224
767	0.01485837552
768	0.01484601397
769	0.01482474641
770	0.01480303146
771	0.0147857247
772	0.01477278121
773	0.01475579712
774	0.01475157781
775	0.01473849247
776	0.01472572523
777	0.01471482402
778	0.01470019956
779	0.01468549392
780	0.01467032691
781	0.01465902613
782	0.01465119298
783	0.01463792732
784	0.01462076612
785	0.01460821947
786	0.01459576802
787	0.01458366014
788	0.01457644423
789	0.01456319154
790	0.01455363161
791	0.01454446932
792	0.01452742406
793	0.0145095303
794	0.01449069024
795	0.01447660037
796	0.01446375284
797	0.01445033071
798	0.01443851829
799	0.01442292218
800	0.01441165367
801	0.01440559747
802	0.01439672536
803	0.01437846323
804	0.01437426066
805	0.01435908882
806	0.01434992456
807	0.0143366835
808	0.01431840912
809	0.01430272402
810	0.01428526506
811	0.01427241174
812	0.01425634872
813	0.01423969961
814	0.01422679257
815	0.01422370347
816	0.01421229801
817	0.0141993935
818	0.01418687481
819	0.01416697479
820	0.01415299874
821	0.01413742613
822	0.01412996375
823	0.01411960982
824	0.01411892183
825	0.01411085595
826	0.01410602104
827	0.01409161042
828	0.01407886018
829	0.01406986899
830	0.01406883886
831	0.01405480488
832	0.01403965609
833	0.01403235436
834	0.01402139181
835	0.01400710906
836	0.01399110025
837	0.01397824184
838	0.01397022708
839	0.01396098077
840	0.01395439195
841	0.01394385715
842	0.0139257499
843	0.01390760155
844	0.0138960645
845	0.01387990889
846	0.01387231214
847	0.0138602099
848	0.01385346832
849	0.01384499166
850	0.01382788704
851	0.01382696883
852	0.01381542952
853	0.01380770503
854	0.01380711085
855	0.01380652128
856	0.01379589882
857	0.01378159707
858	0.01376938891
859	0.01375947981
860	0.01375521531
861	0.01375465605
862	0.01374367328
863	0.01373503593
864	0.0137345409
865	0.01372278314
866	0.01370443443
867	0.01369651782
868	0.01368591585
869	0.01367715347
870	0.01366662965
871	0.01364987003
872	0.01363566803
873	0.01362524499
874	0.01361723262
875	0.01361015707
876	0.0136004191
877	0.01358319733
878	0.01356930187
879	0.01355637897
880	0.01354378752
881	0.01353123674
882	0.013521279
883	0.01351140916
884	0.01350032526
885	0.01348657673
886	0.0134856891
887	0.01348401746
888	0.01346751566
889	0.01345602833
890	0.01344285214
891	0.0134314547
892	0.01341767069
893	0.01341030048
894	0.01340124827
895	0.01338465437
896	0.01337262143
897	0.01336234206
898	0.01335129768
899	0.01333205246
900	0.01332160305
901	0.01331142528
902	0.01330099864
903	0.01329298603
904	0.01329247345
905	0.01328117704
906	0.01326824416
907	0.0132553843
908	0.01323678489
909	0.01322805509
910	0.01321421276
911	0.01320596893
912	0.01319147848
913	0.01317960403
914	0.01317529014
915	0.01316363527
916	0.01315147566
917	0.01313477476
918	0.01312067566
919	0.01311162422
920	0.01309813671
921	0.01309026714
922	0.01307599142
923	0.01307498165
924	0.01307394923
925	0.01306449515
926	0.01305120781
927	0.01304354455
928	0.01304235698
929	0.01304110569
930	0.01303323108
931	0.01302222069
932	0.01300579966
933	0.01299651093
934	0.01298390922
935	0.01297177591
936	0.01296027786
937	0.01295024747
938	0.01294074876
939	0.01292680183
940	0.01292632097
941	0.01291106291
942	0.01289944532
943	0.01288921803
944	0.01288081107
945	0.01286889699
946	0.01285622979
947	0.01285012313
948	0.01283964309
949	0.01282812726
950	0.01281809069
951	0.01281036324
952	0.01280180721
953	0.01279199677
954	0.01277994503
955	0.01277352276
956	0.01276445251
957	0.01275514282
958	0.01275464362
959	0.01274574765
960	0.01273349556
961	0.01272584732
962	0.01271756599
963	0.01270681761
964	0.01269339876
965	0.01268465921
966	0.01267770379
967	0.012668522
968	0.01265867992
969	0.01265713833
970	0.01265166381
971	0.01264144911
972	0.01263302406
973	0.01262557021
974	0.01262092324
975	0.01260609201
976	0.01258887542
977	0.01257984993
978	0.01257445454
979	0.01257122186
980	0.01256020489
981	0.01255493001
982	0.01254817199
983	0.01253405845
984	0.01253363479
985	0.01252653155
986	0.01252608363
987	0.01251283252
988	0.01250666716
989	0.01250587751
990	0.01250154504
991	0.01248289995
992	0.01247376221
993	0.01246433106
994	0.01245332107
995	0.01243853954
996	0.0124319172
997	0.01242282399
998	0.01241281939
999	0.01240641332
