iter	RMSE
0	0.3492629851
1	0.3370741054
2	0.3246902972
3	0.3139068898
4	0.3025756048
5	0.2916064822
6	0.2814333472
7	0.2718934521
8	0.2625668003
9	0.2528391482
10	0.2439045639
11	0.2355668561
12	0.2275622733
13	0.2200284536
14	0.2126870434
15	0.2058098143
16	0.1985181074
17	0.1919498862
18	0.1852171802
19	0.1791169952
20	0.1730433069
21	0.1674157133
22	0.1615576135
23	0.1557255861
24	0.150134477
25	0.1450295772
26	0.1404790498
27	0.1358407779
28	0.1313239015
29	0.1270988923
30	0.1232320975
31	0.1195503112
32	0.1160220908
33	0.1127961545
34	0.1092213714
35	0.1062964458
36	0.1032757052
37	0.1001542768
38	0.09746570181
39	0.0949047143
40	0.09232356425
41	0.08989553848
42	0.08745141315
43	0.08507668064
44	0.0827167682
45	0.08080747175
46	0.07903165107
47	0.07748020668
48	0.07557756424
49	0.0736393844
50	0.07207671132
51	0.07045199593
52	0.06898609991
53	0.06736673974
54	0.0659128305
55	0.06441694212
56	0.06306642935
57	0.0617786353
58	0.06056912754
59	0.05929744623
60	0.0581921478
61	0.05726851103
62	0.05623692595
63	0.05546340676
64	0.05458451929
65	0.05378276015
66	0.05285510568
67	0.05209106677
68	0.05141300345
69	0.05059083748
70	0.04986673781
71	0.04923699196
72	0.04858452749
73	0.04795166063
74	0.04728312237
75	0.0467245554
76	0.04615179762
77	0.04559279396
78	0.0451242918
79	0.04469396229
80	0.04459556741
81	0.04421692712
82	0.04379024389
83	0.04333831784
84	0.04300718185
85	0.04284469385
86	0.04249339403
87	0.04209600654
88	0.04167639834
89	0.04137202134
90	0.04114650299
91	0.04078622232
92	0.04046012043
93	0.04023927396
94	0.04000923472
95	0.03975331046
96	0.03950364515
97	0.03938828869
98	0.03915658075
99	0.03894492833
100	0.03885327114
101	0.03868470411
102	0.03852660057
103	0.03846084952
104	0.03823276437
105	0.03804276587
106	0.03783920336
107	0.03770135086
108	0.0375744189
109	0.03740856471
110	0.03735421775
111	0.03718186422
112	0.03712495805
113	0.03706856847
114	0.03699161226
115	0.0368799273
116	0.03684201005
117	0.03676820538
118	0.03661093325
119	0.03656053746
120	0.0364155425
121	0.03632342807
122	0.03617898409
123	0.03601581123
124	0.03586940804
125	0.03582930391
126	0.03577846383
127	0.03564031708
128	0.0356008398
129	0.03555450388
130	0.03551589364
131	0.03547990772
132	0.03544581535
133	0.03532831422
134	0.03519704522
135	0.03511666934
136	0.03507591569
137	0.03494110447
138	0.03490211309
139	0.03481434099
140	0.03478492344
141	0.0347359066
142	0.0346572144
143	0.03453871242
144	0.03449468788
145	0.03440469068
146	0.03431193225
147	0.03418416383
148	0.03414747382
149	0.03410299553
150	0.03401493774
151	0.03398943192
152	0.03386977152
153	0.03384196225
154	0.0337333436
155	0.03361332484
156	0.03358640227
157	0.03347202784
158	0.03344782756
159	0.03342275111
160	0.03337117104
161	0.03327364999
162	0.03320452414
163	0.03310961743
164	0.03299961033
165	0.03294365583
166	0.03290455654
167	0.03283220819
168	0.03279123989
169	0.03277193175
170	0.03273345023
171	0.03262882133
172	0.03255543307
173	0.0324794639
174	0.03237073104
175	0.03228699234
176	0.03221495265
177	0.03212429621
178	0.03204512548
179	0.03196617043
180	0.03188437748
181	0.03179244618
182	0.03174519111
183	0.03167214968
184	0.03165258371
185	0.03157240411
186	0.03146632548
187	0.03143764093
188	0.03141076595
189	0.03131828017
190	0.03126312599
191	0.03119922271
192	0.03109635607
193	0.03101500898
194	0.03097393627
195	0.03095126885
196	0.03089227821
197	0.03087711868
198	0.03079923389
199	0.03077949753
200	0.03067814734
201	0.03060012506
202	0.03051544513
203	0.03044250307
204	0.03037221945
205	0.03035104629
206	0.0302686805
207	0.03020146981
208	0.03011773479
209	0.03003406997
210	0.03002405642
211	0.03001164614
212	0.02992178639
213	0.02986530218
214	0.029854034
215	0.02975637796
216	0.02970532755
217	0.02963850761
218	0.02962838493
219	0.02956602533
220	0.02948047869
221	0.02942511975
222	0.02935330949
223	0.02928214362
224	0.029209042
225	0.02913724856
226	0.02904610305
227	0.02897370506
228	0.02890326862
229	0.0288553639
230	0.02877977508
231	0.02871422627
232	0.02869974007
233	0.02863609697
234	0.02854771926
235	0.02849132823
236	0.02842498121
237	0.02836165836
238	0.0283009747
239	0.02823401667
240	0.02817032234
241	0.02814646715
242	0.02809761311
243	0.02804790949
244	0.02797498685
245	0.02796283048
246	0.02790900343
247	0.02786549991
248	0.0278156982
249	0.02776375953
250	0.02771183349
251	0.02767704235
252	0.02764290044
253	0.02756988478
254	0.02750478579
255	0.02749659118
256	0.02743288711
257	0.02736650761
258	0.02731020383
259	0.02724851229
260	0.02716862972
261	0.02714014313
262	0.02710025518
263	0.02703726017
264	0.02697882419
265	0.02697181012
266	0.02690901966
267	0.02689653394
268	0.02683196706
269	0.02677865998
270	0.02673632894
271	0.02669117229
272	0.0266429441
273	0.02660824375
274	0.02653976868
275	0.02647858994
276	0.02643390896
277	0.02641153797
278	0.02635087606
279	0.02628599349
280	0.02627969477
281	0.02622711528
282	0.02615598699
283	0.02610799896
284	0.02602953554
285	0.02597092086
286	0.02592393913
287	0.02588561455
288	0.02584748548
289	0.02584046962
290	0.02578491013
291	0.02572887403
292	0.02568553362
293	0.02568062763
294	0.02563837808
295	0.02559781842
296	0.02556156926
297	0.0254949493
298	0.02544917385
299	0.02544196325
300	0.02539785955
301	0.02536025178
302	0.0253545552
303	0.02529557032
304	0.02525336178
305	0.02521668868
306	0.02517866775
307	0.02513641812
308	0.02508994607
309	0.0250447687
310	0.02500610347
311	0.02495103927
312	0.02490327876
313	0.02484718849
314	0.02483305506
315	0.02479255148
316	0.02474619383
317	0.0247014997
318	0.02465080709
319	0.02459910875
320	0.02454460577
321	0.02450559692
322	0.02445023767
323	0.02440870813
324	0.02434807697
325	0.02429342962
326	0.02424691476
327	0.02420998799
328	0.02414897008
329	0.02411096501
330	0.02408702287
331	0.02403902563
332	0.02399173235
333	0.02394556191
334	0.02390344816
335	0.02385864169
336	0.02381789752
337	0.02379159623
338	0.02374149788
339	0.02373628831
340	0.02369436995
341	0.02366028353
342	0.02363862996
343	0.02358574537
344	0.02354411638
345	0.02351955912
346	0.02346519797
347	0.02346042748
348	0.02342413145
349	0.02339024813
350	0.02333975523
351	0.02328679949
352	0.02324538005
353	0.02323997984
354	0.02319007203
355	0.02314305039
356	0.0231028619
357	0.0230686391
358	0.02303728619
359	0.02299870255
360	0.02299425003
361	0.02296509367
362	0.02292509515
363	0.02288745959
364	0.02285490392
365	0.02281094234
366	0.02276852721
367	0.02273620077
368	0.02273231566
369	0.02272350844
370	0.02269466061
371	0.02266258786
372	0.02263794805
373	0.02259997139
374	0.02254241472
375	0.02250636871
376	0.022465708
377	0.02244477667
378	0.02242051492
379	0.02239377782
380	0.02235937574
381	0.02231713857
382	0.02228018756
383	0.02225253401
384	0.02221048819
385	0.02217170462
386	0.02216769418
387	0.02213332973
388	0.02208995892
389	0.02206434196
390	0.02203052453
391	0.02199685737
392	0.02199279671
393	0.02196192939
394	0.02190696505
395	0.02186146864
396	0.02181653348
397	0.02178249445
398	0.02174559587
399	0.02170595222
400	0.02167575794
401	0.02167291879
402	0.02163081247
403	0.02162636399
404	0.02160541148
